"Input","Match.type","Approved.symbol","Approved.name","HGNC.ID","Location"
"12354","ONECUT1","Approved symbol","ONECUT1","one cut homeobox 1","HGNC:8138","15q21.3"
"12355","ONECUT2","Approved symbol","ONECUT2","one cut homeobox 2","HGNC:8139","18q21.31"
"12356","ONECUT3","Approved symbol","ONECUT3","one cut homeobox 3","HGNC:13399","19p13.3"
"12357","OOEP","Approved symbol","OOEP","oocyte expressed protein","HGNC:21382","6q13"
"12358","OOSP2","Approved symbol","OOSP2","oocyte secreted protein 2","HGNC:26699","11q12.1"
"12361","OPA3","Approved symbol","OPA3","outer mitochondrial membrane lipid metabolism regulator OPA3","HGNC:8142","19q13.32"
"12362","OPALIN","Approved symbol","OPALIN","oligodendrocytic myelin paranodal and inner loop protein","HGNC:20707","10q24.1"
"12363","OPCML","Approved symbol","OPCML","opioid binding protein/cell adhesion molecule like","HGNC:8143","11q25"
"12364","OPLAH","Approved symbol","OPLAH","5-oxoprolinase, ATP-hydrolysing","HGNC:8149","8q24.3"
"12365","OPN1SW","Approved symbol","OPN1SW","opsin 1, short wave sensitive","HGNC:1012","7q32.1"
"12366","OPN3","Approved symbol","OPN3","opsin 3","HGNC:14007","1q43"
"12367","OPN4","Approved symbol","OPN4","opsin 4","HGNC:14449","10q23.2"
"12368","OPN5","Approved symbol","OPN5","opsin 5","HGNC:19992","6p12.3"
"12369","OPRD1","Approved symbol","OPRD1","opioid receptor delta 1","HGNC:8153","1p35.3"
"12370","OPRK1","Approved symbol","OPRK1","opioid receptor kappa 1","HGNC:8154","8q11.23"
"12371","OPRL1","Approved symbol","OPRL1","opioid related nociceptin receptor 1","HGNC:8155","20q13.33"
"12372","OPRM1","Approved symbol","OPRM1","opioid receptor mu 1","HGNC:8156","6q25.2"
"12373","OPRPN","Approved symbol","OPRPN","opiorphin prepropeptide","HGNC:17279","4q13.3"
"12374","OPTC","Approved symbol","OPTC","opticin","HGNC:8158","1q32.1"
"12375","OPTN","Approved symbol","OPTN","optineurin","HGNC:17142","10p13"
"12376","OR10A3","Approved symbol","OR10A3","olfactory receptor family 10 subfamily A member 3","HGNC:8162","11p15.4"
"12377","OR10A4","Approved symbol","OR10A4","olfactory receptor family 10 subfamily A member 4","HGNC:15130","11p15.4"
"12378","OR10A5","Approved symbol","OR10A5","olfactory receptor family 10 subfamily A member 5","HGNC:15131","11p15.4"
"12379","OR10C1","Approved symbol","OR10C1","olfactory receptor family 10 subfamily C member 1 (gene/pseudogene)","HGNC:8165","6p22.1"
"12380","OR10H1","Approved symbol","OR10H1","olfactory receptor family 10 subfamily H member 1","HGNC:8172","19p13.1"
"12381","OR10H2","Approved symbol","OR10H2","olfactory receptor family 10 subfamily H member 2","HGNC:8173","19p13.1"
"12382","OR10H3","Approved symbol","OR10H3","olfactory receptor family 10 subfamily H member 3","HGNC:8174","19p13.1"
"12383","OR10J1","Approved symbol","OR10J1","olfactory receptor family 10 subfamily J member 1","HGNC:8175","1q23.2"
"12384","OR11A1","Approved symbol","OR11A1","olfactory receptor family 11 subfamily A member 1","HGNC:8176","6p22.2-p21.31"
"12385","OR12D2","Approved symbol","OR12D2","olfactory receptor family 12 subfamily D member 2 (gene/pseudogene)","HGNC:8178","6p22.1"
"12386","OR12D3","Approved symbol","OR12D3","olfactory receptor family 12 subfamily D member 3","HGNC:13963","6p22.1"
"12387","OR14J1","Approved symbol","OR14J1","olfactory receptor family 14 subfamily J member 1","HGNC:13971","6p22.1"
"12388","OR1A1","Approved symbol","OR1A1","olfactory receptor family 1 subfamily A member 1 (gene/pseudogene)","HGNC:8179","17p13.3"
"12389","OR1A2","Approved symbol","OR1A2","olfactory receptor family 1 subfamily A member 2","HGNC:8180","17p13.3"
"12390","OR1C1","Approved symbol","OR1C1","olfactory receptor family 1 subfamily C member 1","HGNC:8182","1q44"
"12391","OR1D2","Approved symbol","OR1D2","olfactory receptor family 1 subfamily D member 2","HGNC:8183","17p13.3"
"12392","OR1F1","Approved symbol","OR1F1","olfactory receptor family 1 subfamily F member 1 (gene/pseudogene)","HGNC:8194","16p13.3"
"12393","OR1F2P","Approved symbol","OR1F2P","olfactory receptor family 1 subfamily F member 2 pseudogene","HGNC:8196","16p13.3"
"12394","OR1G1","Approved symbol","OR1G1","olfactory receptor family 1 subfamily G member 1","HGNC:8204","17p13.3"
"12395","OR1I1","Approved symbol","OR1I1","olfactory receptor family 1 subfamily I member 1","HGNC:8207","19p13.1"
"12396","OR1J2","Approved symbol","OR1J2","olfactory receptor family 1 subfamily J member 2","HGNC:8209","9q33.2"
"12397","OR1J4","Approved symbol","OR1J4","olfactory receptor family 1 subfamily J member 4","HGNC:8211","9q33.2"
"12398","OR1Q1","Approved symbol","OR1Q1","olfactory receptor family 1 subfamily Q member 1","HGNC:8223","9q33.2"
"12399","OR2B2","Approved symbol","OR2B2","olfactory receptor family 2 subfamily B member 2","HGNC:13966","6p22.1"
"12400","OR2B3","Approved symbol","OR2B3","olfactory receptor family 2 subfamily B member 3","HGNC:8238","6p22.1"
"12401","OR2B6","Approved symbol","OR2B6","olfactory receptor family 2 subfamily B member 6","HGNC:8241","6p22.1"
"12402","OR2C1","Approved symbol","OR2C1","olfactory receptor family 2 subfamily C member 1","HGNC:8242","16p13.3"
"12403","OR2C3","Approved symbol","OR2C3","olfactory receptor family 2 subfamily C member 3","HGNC:15005","1q44"
"12404","OR2F1","Approved symbol","OR2F1","olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)","HGNC:8246","7q35"
"12405","OR2F2","Approved symbol","OR2F2","olfactory receptor family 2 subfamily F member 2","HGNC:8247","7q35"
"12406","OR2H1","Approved symbol","OR2H1","olfactory receptor family 2 subfamily H member 1","HGNC:8252","6p22.1"
"12407","OR2H2","Approved symbol","OR2H2","olfactory receptor family 2 subfamily H member 2","HGNC:8253","6p22.1"
"12408","OR2J2","Approved symbol","OR2J2","olfactory receptor family 2 subfamily J member 2","HGNC:8260","6p22.1"
"12409","OR2J3","Approved symbol","OR2J3","olfactory receptor family 2 subfamily J member 3","HGNC:8261","6p22.1"
"12410","OR2K2","Approved symbol","OR2K2","olfactory receptor family 2 subfamily K member 2","HGNC:8264","9q31.3"
"12411","OR2L13","Approved symbol","OR2L13","olfactory receptor family 2 subfamily L member 13","HGNC:19578","1q44"
"12412","OR2L1P","Approved symbol","OR2L1P","olfactory receptor family 2 subfamily L member 1 pseudogene","HGNC:8265","1q44"
"12413","OR2L2","Approved symbol","OR2L2","olfactory receptor family 2 subfamily L member 2","HGNC:8266","1q44"
"12414","OR2M4","Approved symbol","OR2M4","olfactory receptor family 2 subfamily M member 4","HGNC:8270","1q44"
"12415","OR2S2","Approved symbol","OR2S2","olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)","HGNC:8276","9p13.3"
"12416","OR2W1","Approved symbol","OR2W1","olfactory receptor family 2 subfamily W member 1","HGNC:8281","6p22.1"
"12417","OR3A1","Approved symbol","OR3A1","olfactory receptor family 3 subfamily A member 1 (gene/pseudogene)","HGNC:8282","17p13.3"
"12418","OR3A2","Approved symbol","OR3A2","olfactory receptor family 3 subfamily A member 2","HGNC:8283","17p13.3"
"12419","OR3A3","Approved symbol","OR3A3","olfactory receptor family 3 subfamily A member 3","HGNC:8284","17p13.2"
"12420","OR4D1","Approved symbol","OR4D1","olfactory receptor family 4 subfamily D member 1","HGNC:8293","17q22"
"12421","OR4N4","Approved symbol","OR4N4","olfactory receptor family 4 subfamily N member 4","HGNC:15375","15q11.2"
"12422","OR51B2","Approved symbol","OR51B2","olfactory receptor family 51 subfamily B member 2 (gene/pseudogene)","HGNC:14703","11p15.4"
"12423","OR51B4","Approved symbol","OR51B4","olfactory receptor family 51 subfamily B member 4","HGNC:14708","11p15.4"
"12424","OR51B5","Approved symbol","OR51B5","olfactory receptor family 51 subfamily B member 5","HGNC:19599","11p15.4"
"12425","OR51B6","Approved symbol","OR51B6","olfactory receptor family 51 subfamily B member 6","HGNC:19600","11p15.4"
"12426","OR51E1","Approved symbol","OR51E1","olfactory receptor family 51 subfamily E member 1","HGNC:15194","11p15.4"
"12427","OR51E2","Approved symbol","OR51E2","olfactory receptor family 51 subfamily E member 2","HGNC:15195","11p15.4"
"12428","OR51I1","Approved symbol","OR51I1","olfactory receptor family 51 subfamily I member 1","HGNC:15200","11p15.4"
"12429","OR51I2","Approved symbol","OR51I2","olfactory receptor family 51 subfamily I member 2","HGNC:15201","11p15.4"
"12430","OR51M1","Approved symbol","OR51M1","olfactory receptor family 51 subfamily M member 1","HGNC:14847","11p15.4"
"12431","OR52A1","Approved symbol","OR52A1","olfactory receptor family 52 subfamily A member 1","HGNC:8318","11p15.4"
"12432","OR52D1","Approved symbol","OR52D1","olfactory receptor family 52 subfamily D member 1 (gene/pseudogene)","HGNC:15212","11p15.4"
"12433","OR5AK4P","Approved symbol","OR5AK4P","olfactory receptor family 5 subfamily AK member 4 pseudogene","HGNC:15253","11q12.1"
"12434","OR5E1P","Approved symbol","OR5E1P","olfactory receptor family 5 subfamily E member 1 pseudogene","HGNC:8342","11p15.4"
"12435","OR5I1","Approved symbol","OR5I1","olfactory receptor family 5 subfamily I member 1","HGNC:8347","11q12.1"
"12436","OR5J2","Approved symbol","OR5J2","olfactory receptor family 5 subfamily J member 2","HGNC:19612","11q12.1"
"12437","OR5K1","Approved symbol","OR5K1","olfactory receptor family 5 subfamily K member 1","HGNC:8349","3q11.2"
"12438","OR5L2","Approved symbol","OR5L2","olfactory receptor family 5 subfamily L member 2","HGNC:8351","11q12.1"
"12439","OR5P2","Approved symbol","OR5P2","olfactory receptor family 5 subfamily P member 2","HGNC:14783","11p15.4"
"12440","OR5P3","Approved symbol","OR5P3","olfactory receptor family 5 subfamily P member 3","HGNC:14784","11p15.4"
"12441","OR5V1","Approved symbol","OR5V1","olfactory receptor family 5 subfamily V member 1","HGNC:13972","6p22.1"
"12442","OR6A2","Approved symbol","OR6A2","olfactory receptor family 6 subfamily A member 2","HGNC:15301","11p15.4"
"12443","OR6B1","Approved symbol","OR6B1","olfactory receptor family 6 subfamily B member 1","HGNC:8354","7q35"
"12444","OR6W1P","Approved symbol","OR6W1P","olfactory receptor family 6 subfamily W member 1 pseudogene","HGNC:15091","7q34"
"12445","OR7A10","Approved symbol","OR7A10","olfactory receptor family 7 subfamily A member 10","HGNC:8356","19p13.1"
"12446","OR7A17","Approved symbol","OR7A17","olfactory receptor family 7 subfamily A member 17","HGNC:8363","19p13.12"
"12447","OR7A5","Approved symbol","OR7A5","olfactory receptor family 7 subfamily A member 5","HGNC:8368","19p13.1"
"12448","OR7C1","Approved symbol","OR7C1","olfactory receptor family 7 subfamily C member 1","HGNC:8373","19p13.1"
"12449","OR7C2","Approved symbol","OR7C2","olfactory receptor family 7 subfamily C member 2 (gene/pseudogene)","HGNC:8374","19p13.1"
"12450","OR7D2","Approved symbol","OR7D2","olfactory receptor family 7 subfamily D member 2","HGNC:8378","19p13.2"
"12451","OR7E12P","Approved symbol","OR7E12P","olfactory receptor family 7 subfamily E member 12 pseudogene","HGNC:8383","11p15.4"
"12452","OR7E14P","Approved symbol","OR7E14P","olfactory receptor family 7 subfamily E member 14 pseudogene","HGNC:8385","11p15.1"
"12453","OR7E2P","Approved symbol","OR7E2P","olfactory receptor family 7 subfamily E member 2 pseudogene","HGNC:8402","11q14.2"
"12454","OR8B2","Approved symbol","OR8B2","olfactory receptor family 8 subfamily B member 2","HGNC:8471","11q24.2"
"12455","OR8B8","Approved symbol","OR8B8","olfactory receptor family 8 subfamily B member 8","HGNC:8477","11q24.2"
"12456","OR8D1","Approved symbol","OR8D1","olfactory receptor family 8 subfamily D member 1","HGNC:8481","11q24.2"
"12457","OR8D2","Approved symbol","OR8D2","olfactory receptor family 8 subfamily D member 2 (gene/pseudogene)","HGNC:8482","11q24.2"
"12458","OR8G1","Approved symbol","OR8G1","olfactory receptor family 8 subfamily G member 1 (gene/pseudogene)","HGNC:8484","11q24.2"
"12459","OR8G2P","Approved symbol","OR8G2P","olfactory receptor family 8 subfamily G member 2 pseudogene","HGNC:8485","11q24.2"
"12460","ORAI1","Approved symbol","ORAI1","ORAI calcium release-activated calcium modulator 1","HGNC:25896","12q24.31"
"12461","ORAI2","Approved symbol","ORAI2","ORAI calcium release-activated calcium modulator 2","HGNC:21667","7q22.1"
"12462","ORAI3","Approved symbol","ORAI3","ORAI calcium release-activated calcium modulator 3","HGNC:28185","16p11.2"
"12463","ORAOV1","Previous symbol","LTO1","LTO1 maturation factor of ABCE1","HGNC:17589","11q13.2"
"12466","ORC2","Approved symbol","ORC2","origin recognition complex subunit 2","HGNC:8488","2q33.1"
"12467","ORC3","Approved symbol","ORC3","origin recognition complex subunit 3","HGNC:8489","6q15"
"12468","ORC4","Approved symbol","ORC4","origin recognition complex subunit 4","HGNC:8490","2q23.1"
"12469","ORC5","Approved symbol","ORC5","origin recognition complex subunit 5","HGNC:8491","7q22.1-q22.2"
"12470","ORC6","Approved symbol","ORC6","origin recognition complex subunit 6","HGNC:17151","16q11.2"
"12471","ORM1","Approved symbol","ORM1","orosomucoid 1","HGNC:8498","9q32"
"12472","ORM2","Approved symbol","ORM2","orosomucoid 2","HGNC:8499","9q32"
"12473","ORMDL1","Approved symbol","ORMDL1","ORMDL sphingolipid biosynthesis regulator 1","HGNC:16036","2q32.2"
"12474","ORMDL2","Approved symbol","ORMDL2","ORMDL sphingolipid biosynthesis regulator 2","HGNC:16037","12q13.2"
"12475","ORMDL3","Approved symbol","ORMDL3","ORMDL sphingolipid biosynthesis regulator 3","HGNC:16038","17q21.1"
"12476","OS9","Approved symbol","OS9","OS9 endoplasmic reticulum lectin","HGNC:16994","12q13.3-q14.1"
"12477","OSBP","Approved symbol","OSBP","oxysterol binding protein","HGNC:8503","11q12.1"
"12478","OSBP2","Approved symbol","OSBP2","oxysterol binding protein 2","HGNC:8504","22q12.2"
"12479","OSBPL10","Approved symbol","OSBPL10","oxysterol binding protein like 10","HGNC:16395","3p23"
"12480","OSBPL11","Approved symbol","OSBPL11","oxysterol binding protein like 11","HGNC:16397","3q21.2"
"12481","OSBPL1A","Approved symbol","OSBPL1A","oxysterol binding protein like 1A","HGNC:16398","18q11.2"
"12482","OSBPL2","Approved symbol","OSBPL2","oxysterol binding protein like 2","HGNC:15761","20q13.33"
"12483","OSBPL3","Approved symbol","OSBPL3","oxysterol binding protein like 3","HGNC:16370","7p15.3"
"12484","OSBPL5","Approved symbol","OSBPL5","oxysterol binding protein like 5","HGNC:16392","11p15.4"
"12485","OSBPL6","Approved symbol","OSBPL6","oxysterol binding protein like 6","HGNC:16388","2q31.2"
"12486","OSBPL7","Approved symbol","OSBPL7","oxysterol binding protein like 7","HGNC:16387","17q21.32"
"12487","OSBPL8","Approved symbol","OSBPL8","oxysterol binding protein like 8","HGNC:16396","12q14"
"12488","OSBPL9","Approved symbol","OSBPL9","oxysterol binding protein like 9","HGNC:16386","1p32.3"
"12489","OSCAR","Approved symbol","OSCAR","osteoclast associated Ig-like receptor","HGNC:29960","19q13.42"
"12490","OSCP1","Approved symbol","OSCP1","organic solute carrier partner 1","HGNC:29971","1p34.3"
"12491","OSER1","Approved symbol","OSER1","oxidative stress responsive serine rich 1","HGNC:16105","20q13.12"
"12492","OSER1-DT","Approved symbol","OSER1-DT","OSER1 divergent transcript","HGNC:48585","20q13.12"
"12493","OSGEP","Approved symbol","OSGEP","O-sialoglycoprotein endopeptidase","HGNC:18028","14q11.2"
"12494","OSGEPL1","Approved symbol","OSGEPL1","O-sialoglycoprotein endopeptidase like 1","HGNC:23075","2q32.2"
"12495","OSGIN1","Approved symbol","OSGIN1","oxidative stress induced growth inhibitor 1","HGNC:30093","16q23.3"
"12496","OSGIN2","Approved symbol","OSGIN2","oxidative stress induced growth inhibitor family member 2","HGNC:1355","8q21.3"
"12499","OSMR","Approved symbol","OSMR","oncostatin M receptor","HGNC:8507","5p13.1"
"12503","OSR2","Approved symbol","OSR2","odd-skipped related transciption factor 2","HGNC:15830","8q22.2"
"12504","OST4","Approved symbol","OST4","oligosaccharyltransferase complex subunit 4, non-catalytic","HGNC:32483","2p23.3"
"12505","OSTC","Approved symbol","OSTC","oligosaccharyltransferase complex non-catalytic subunit","HGNC:24448","4q25"
"12506","OSTCP1","Approved symbol","OSTCP1","oligosaccharyltransferase complex subunit pseudogene 1","HGNC:30530","6q25.3"
"12507","OSTF1","Approved symbol","OSTF1","osteoclast stimulating factor 1","HGNC:8510","9q21.13"
"12508","OSTM1","Approved symbol","OSTM1","osteoclastogenesis associated transmembrane protein 1","HGNC:21652","6q21"
"12509","OSTM1-AS1","Approved symbol","OSTM1-AS1","OSTM1 antisense RNA 1","HGNC:43666","6q21"
"12510","OTC","Approved symbol","OTC","ornithine carbamoyltransferase","HGNC:8512","Xp11.4"
"12511","OTOF","Approved symbol","OTOF","otoferlin","HGNC:8515","2p23.3"
"12512","OTOGL","Approved symbol","OTOGL","otogelin like","HGNC:26901","12q21.31"
"12513","OTOR","Approved symbol","OTOR","otoraplin","HGNC:8517","20p12.1"
"12514","OTOS","Approved symbol","OTOS","otospiralin","HGNC:22644","2q37.3"
"12515","OTP","Approved symbol","OTP","orthopedia homeobox","HGNC:8518","5q14.1"
"12516","OTUB1","Approved symbol","OTUB1","OTU deubiquitinase, ubiquitin aldehyde binding 1","HGNC:23077","11q13.1"
"12517","OTUB2","Approved symbol","OTUB2","OTU deubiquitinase, ubiquitin aldehyde binding 2","HGNC:20351","14q32.12"
"12518","OTUD1","Approved symbol","OTUD1","OTU deubiquitinase 1","HGNC:27346","10p12.2"
"12519","OTUD3","Approved symbol","OTUD3","OTU deubiquitinase 3","HGNC:29038","1p36.13"
"12520","OTUD4","Approved symbol","OTUD4","OTU deubiquitinase 4","HGNC:24949","4q31.21"
"12521","OTUD5","Approved symbol","OTUD5","OTU deubiquitinase 5","HGNC:25402","Xp11.23"
"12522","OTUD6B","Approved symbol","OTUD6B","OTU deubiquitinase 6B","HGNC:24281","8q21.3"
"12523","OTUD6B-AS1","Approved symbol","OTUD6B-AS1","OTUD6B antisense RNA 1 (head to head)","HGNC:50466","8q21.3"
"12524","OTUD7A","Approved symbol","OTUD7A","OTU deubiquitinase 7A","HGNC:20718","15q13.3"
"12525","OTUD7B","Approved symbol","OTUD7B","OTU deubiquitinase 7B","HGNC:16683","1q21.2"
"12526","OTULIN","Approved symbol","OTULIN","OTU deubiquitinase with linear linkage specificity","HGNC:25118","5p15.2"
"12527","OTULINL","Approved symbol","OTULINL","OTU deubiquitinase with linear linkage specificity like","HGNC:25629","5p15.2"
"12528","OTX1","Approved symbol","OTX1","orthodenticle homeobox 1","HGNC:8521","2p15"
"12529","OTX2","Approved symbol","OTX2","orthodenticle homeobox 2","HGNC:8522","14q22.3"
"12530","OTX2-AS1","Approved symbol","OTX2-AS1","OTX2 antisense RNA 1 (head to head)","HGNC:43906","14q22.3"
"12531","OVCH1-AS1","Approved symbol","OVCH1-AS1","OVCH1 antisense RNA 1","HGNC:44484","12p11.22"
"12532","OVGP1","Approved symbol","OVGP1","oviductal glycoprotein 1","HGNC:8524","1p13.2"
"12533","OVOL1","Approved symbol","OVOL1","ovo like transcriptional repressor 1","HGNC:8525","11q13.1"
"12534","OVOL1-AS1","Approved symbol","OVOL1-AS1","OVOL1 antisense RNA 1","HGNC:49319","11q13.1"
"12535","OVOL2","Approved symbol","OVOL2","ovo like zinc finger 2","HGNC:15804","20p11.23"
"12536","OVOL3","Approved symbol","OVOL3","ovo like zinc finger 3","HGNC:14186","19q13.12"
"12537","OXA1L","Approved symbol","OXA1L","OXA1L mitochondrial inner membrane protein","HGNC:8526","14q11.2"
"12538","OXCT1","Approved symbol","OXCT1","3-oxoacid CoA-transferase 1","HGNC:8527","5p13.1"
"12539","OXER1","Approved symbol","OXER1","oxoeicosanoid receptor 1","HGNC:24884","2p21"
